Authors	Title	Journal	deconfounding	deconfounding level	Age	Sex_Gender	Scan_related	Biological_physiological	Clinical_psychological	Other	Not_specified	notes deconfounding 
Tinaz, S and Kamel, S and Aravala, SS and Elfil, M and Bayoumi, A and Patel, A and Scheinost, D and Sinha, R and Hampson, M and Tinaz, Sule and Kamel, Serageldin and Aravala, Sai S. and Elfil, Mohamed and Bayoumi, Ahmed and Patel, Amar and Scheinost, Dustin and Sinha, Rajita and Hampson, Michelle	Neurofeedback-guided kinesthetic motor imagery training in Parkinson's disease: Randomized trial	NEUROIMAGE-CLINICAL	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band pass filtering) after: other (functional connectivity changes, site)
van Balkom, TD and van den Heuvel, OA and Berendse, HW and van der Werf, YD and Vriend, C and van Balkom, Tim D. and van den Heuvel, Odile A. and Berendse, Henk W. and van der Werf, Ysbrand D. and Vriend, Chris	Eight-week multi-domain cognitive training does not impact large-scale resting-state brain networks in Parkinson's disease	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression) after: age, sex, clinical/psychological (cognitive training performance), other (years of education)
Weber, S and Heim, S and Richiardi, J and Van de Ville, D and Serranova, T and Jech, R and Marapin, RS and Tijssen, MAJ and Aybek, S and Weber, Samantha and Heim, Salome and Richiardi, Jonas and Van De Ville, Dimitri and Serranova, Tereza and Jech, Robert and Marapin, Ramesh S. and Tijssen, Marina A. J. and Aybek, Selma	Multi-centre classification of functional neurological disorders based on resting-state functional connectivity	NEUROIMAGE-CLINICAL	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, bandpass filtering)  after: clinical/psychological (symptom severity, comorbidities, medication use), other (site)
Zhang, PF and Wan, XY and Ai, K and Zheng, WH and Liu, GY and Wang, J and Huang, WJ and Fan, FX and Yao, ZJ and Zhang, J and Zhang, Pengfei and Wan, Xinyue and Ai, Kai and Zheng, Weihao and Liu, Guangyao and Wang, Jun and Huang, Wenjing and Fan, Fengxian and Yao, Zhijun and Zhang, Jing	Rich-club reorganization and related network disruptions are associated with the symptoms and severity in classic trigeminal neuralgia patients	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: age (sample matching), sex (sample matching), other (education (sample matching)), scan related (motion, detrending), physiological (nuisance covariate regression, global signal regression, band-pass filtering) after: age, sex, scan related (head motion), other (education)
Zhang, RB and Tam, SKTS and Wong, NML and Wu, JS and Tao, J and Chen, LD and Lin, KG and Lee, TMC and Zhang, Ruibin and Tam, Sammi-Kenzie T. S. and Wong, Nichol M. L. and Wu, Jingsong and Tao, Jing and Chen, Lidian and Lin, Kangguang and Lee, Tatia M. C.	Aberrant functional metastability and structural connectivity are associated with rumination in individuals with major depressive disorder	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: age, gender
Clancy, KJ and Andrzejewski, JA and You, YQ and Rosenberg, JT and Ding, MZ and Li, W and Clancy, Kevin J. and Andrzejewski, Jeremy A. and You, Yuqi and Rosenberg, Jens T. and Ding, Mingzhou and Li, Wen	Transcranial stimulation of alpha oscillations up-regulates the default mode network	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF        AMERICA	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band pass filtering)  after: other (order of group allocation) 
Park, BY and Paquola, C and Bethlehem, RAI and Benkarim, O and Misic, B and Smallwood, J and Bullmore, ET and Bernhardt, BC and Park, Bo-Yong and Paquola, Casey and Bethlehem, Richard A., I and Benkarim, Oualid and Misic, Bratislav and Smallwood, Jonathan and Bullmore, Edward T. and Bernhardt, Boris C. and Neurosci Psychiat Network NSPN Con	Adolescent development of multiscale structural wiring and functional interactions in the human connectome	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF        AMERICA	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (ICA denoising) after: age, scan related (motion), other (average whole-cortex signal, parcellation scheme)
Shanmugan, S and Seidlitz, J and Cui, ZX and Adebimpe, A and Bassett, DS and Bertolero, MA and Davatzikos, C and Fair, DA and Gur, RE and Gur, RC and Larsen, B and Li, HM and Pines, A and Raznahan, A and Roalf, DR and Shinohara, RT and Vogel, J and Wolf, DH and Fan, Y and Alexander-Bloch, A and Satterthwaite, TD and Shanmugan, Sheila and Seidlitz, Jakob and Cui, Zaixu and Adebimpe, Azeez and Bassett, Danielle S. and Bertolero, Maxwell A. and Davatzikos, Christos and Fair, Damien A. and Gur, Raquel E. and Gur, Ruben C. and Larsen, Bart and Li, Hongming and Pines, Adam and Raznahan, Armin and Roalf, David R. and Shinohara, Russell T. and Vogel, Jacob and Wolf, Daniel H. and Fan, Yong and Alexander-Bloch, Aaron and Satterthwaite, Theodore D.	Sex differences in the functional topography of association networks in youth	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF        AMERICA	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, linear detrending), physiological (nuisance covariate regression, global signal regression, band-pass filtering) after: age, scan related (motion)
Vanasse, TJ and Boly, M and Allen, EJ and Wu, YH and Naselaris, T and Kay, K and Cirelli, C and Tononi, G and Vanasse, Thomas J. and Boly, Melanie and Allen, Emily J. and Wu, Yihan and Naselaris, Thomas and Kay, Kendrick and Cirelli, Chiara and Tononi, Giulio	Multiple traces and altered signal-to-noise in systems consolidation: Evidence from the 7T fMRI Natural Scenes Dataset	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF        AMERICA	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion (using GLMdenoise)), physiological (denoising using GLMdenoise) after: other (changes in baseline signal)
Wang, R and Zhen, SS and Zhou, CS and Yu, RJ and Wang, Rong and Zhen, Shanshan and Zhou, Changsong and Yu, Rongjun	Acute stress promotes brain network integration and reduces state transition variability	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF        AMERICA	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band pass filtering) after: physiological (variability in BOLD signal)
Ren, JY and Huang, FR and Gao, CJ and Gott, J and Schoch, SF and Qin, SZ and Dresler, M and Luo, J and Ren, Jingyuan and Huang, Furong and Gao, Chuanji and Gott, Jarrod and Schoch, Sarah F. and Qin, Shaozheng and Dresler, Martin and Luo, Jing	Functional lateralization of the medial temporal lobe in novel associative processing during creativity evaluation	CEREBRAL CORTEX	Scan related	Before network estimation	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	before: scan related (motion)
												
												
												
					75	69	191	181	31	73	0	counts
					3.926.701.571	3.612.565.445	100	9.476.439.791	1.623.036.649	3.821.989.529	0	percentages
